english,arabic,url,arabic_description
Formal language,لغة شكلية,https://arabicglossary.dubaifuture.ae/ar/words/formal-language,تتكون اللغة المشكلة في الرياضيات وعلم الحاسوب واللغويات من كلمات مكونة من حروف هجائية مختارة بعناية وفقًا لمجموعة من القواعد.
Action language,لغة فعلية,https://arabicglossary.dubaifuture.ae/ar/words/action-language,لغة لوصف الأنظمة المتحولة، ويشيع استخدامها في إنشاء نماذج لتأثيرات الإجراءات على العالم. وتُستخدم اللغات الفعلية كثيرًا في مجالات الذكاء الاصطناعي والروبوتات، لأنها تصف كيف تؤثر الإجراءات على تغير حالات الأنظمة بمرور الوقت، ويمكن استخدامها للتخطيط المؤتمت.
Constructed language,لغة مصطنعة,https://arabicglossary.dubaifuture.ae/ar/words/constructed-language,مصطلح يشير إلى لغة اصطناعية لم تتطور بصورةٍ طبيعية.
Information Processing language,لغة معالجة المعلومات,https://arabicglossary.dubaifuture.ae/ar/words/information-processing-language,لغة برمجة يتضمّن ميزات تساعد في البرامج التي تؤدي إجراءات بسيطة لحل المشكلات مثل القوائم وتخصيص الذاكرة الديناميكية وأنواع البيانات والتكرار والدوال كوسائط والتوليد وتعدد المهام التعاوني.
Hover Board,لوح طائر,https://arabicglossary.dubaifuture.ae/ar/words/hover-board,مَركبة شخصية ذات محرك، يتألف من لوح للقدم، مثبَّت على عجلتين، ويَتحكم فيها الراكب بطريقة توزيع وزنه.
Solar panel,لوحة شمسية,https://arabicglossary.dubaifuture.ae/ar/words/solar-panel,لوحة مصممة لامتصاص أشعة الشمس لاستخدامها كمصدر للطاقة لتوليد الكهرباء أو التدفئة.
Genetic operator,مؤثر جيني,https://arabicglossary.dubaifuture.ae/ar/words/genetic-operator,عامل يُستعمل في الخوازرميات الوراثية لتوجيهها إلى حل مشكلة معيَّنة.
Hazard ratio,مؤشر المخاطر,https://arabicglossary.dubaifuture.ae/ar/words/hazard-ratio,نسبة معدلات الخطورة مقارنة بالظروف، ويحددها مستويان من المتغير التوضيحي.
Transhumanism,ما بعد الإنسانية - حركة تطوير البشرية,https://arabicglossary.dubaifuture.ae/ar/words/transhumanism,حركة فلسفية تدعو إلى تغيير حالة الإنسان عبر تطوير تقنيات متطورة تتيح تعديل الذكاء البشري والأعضاء البشرية أو تعزيزها، وإتاحتها على نطاق واسع.
Metamaterial,مادة خارقة,https://arabicglossary.dubaifuture.ae/ar/words/metamaterial,أي مادة مصممة هندسيًا لتكون لها خاصية غير موجودة في المواد الطبيعية.
The Epidemic Prediction Initiative (EPI),مبادرة التنبؤ بالأوبئة,https://arabicglossary.dubaifuture.ae/ar/words/the-epidemic-prediction-initiative,تهدف إلى تحسين علم التنبؤ بالأوبئة واستخدامه من خلال تسهيل تدشين مشاريع التنبؤ ذات أهداف الصحة العامة المحددة.
Net-Zero Buildings (zero-energy building),مباني صفرية الطاقة,https://arabicglossary.dubaifuture.ae/ar/words/net-zero-buildings,مبنى باستهلاك صافٍ صفري للطاقة، أي أن إجمالي الطاقة المستخدمة في المبنى تعادل كمية الطاقة المتجددة في الموقع لعام معين، أو خارج الموقع في تعريفات أخرى لمصادر الطاقة المتجددة، باستخدام تقنيات مثل المضخات الحرارية والنوافذ عالية الكفاءة والعزل والألواح الشمسية.
Renewable,متجدد,https://arabicglossary.dubaifuture.ae/ar/words/renewable,مورد طبيعي أو مصدر لطاقة لا ينضب عن طريق الاستخدام مثل طاقة المياه أو طاقة الرياح أو الطاقة الشمسية.
Ensemble Averaging,متوسط المجموعة,https://arabicglossary.dubaifuture.ae/ar/words/ensemble-averaging,متوسط الكمية وهو وظيفة الحالة الدقيقة للنظام، وفقًا لتوزيع النظام على الحالات الدقيقة في هذه المجموعة.
Ultracompact dwarf galaxy,مجرة قزمة فائقة الصغر,https://arabicglossary.dubaifuture.ae/ar/words/ultracompact-dwarf-galaxy,مجرات تتسم بوجود نجوم معمرة، وهي ذات حجم وسطوع أكبر من العناقيد المغلقة في مجرة درب التبانة، لكنها في الوقت ذاته أكثر ارتصاصًا بكثير من المجرات القزمة العادية ذات السطوع المشابه.
Singular Value Decomposition (SVD),مجزئ القيمة المفردة,https://arabicglossary.dubaifuture.ae/ar/words/singular-value-decomposition,هو تحليل لمصفوفة حقيقية أو معقدة يعمم التكوين الإلكتروني لمصفوفة عادية مربعة على أي مصفوفة عبر تمديد التجزيئ القطبي
Visible Infrared Imaging Radiometer Suite (VIIRS),مجموعة التصوير الشعاعي بالأشعة تحت الحمراء المرئية (في آي آي آر إس),https://arabicglossary.dubaifuture.ae/ar/words/visible-infrared-imaging-radiometer-suite,أداة استشعار من تصميم وتصنيع شركة رايثيون على متن قمر شراكة سومي الوطنية للمدار القطبي وقمر الرصد الجوي NOAA-20.
Data set,مجموعة بيانات,https://arabicglossary.dubaifuture.ae/ar/words/data-set,تجميع مجموعات المعلومات المرتبطة ببعضها والتي تتكون من عناصر منفصلة لكن الحاسوب يستطيع التعامل معها كوحدة.
Validation Data Set,مجموعة بيانات التحقق من صحة العمل,https://arabicglossary.dubaifuture.ae/ar/words/validation-data-set,عينة من البيانات التي احتُفظ بها من تدريب النموذج المُستخدم في تخمين مهارة النموذج أثناء ضبط بنية متغيراته الافتراضية.
Training Data Set,مجموعة بيانات التدريب,https://arabicglossary.dubaifuture.ae/ar/words/training-data-set,مجموعة أولية من البيانات المستخدمة لمساعدة برنامج على فهم كيفية تطبيق تقنيات مثل الشبكات العصبية للتعلم وتحقيق نتائج متقدمة.
Exercise mimetic,محاكِيات التمرُّن,https://arabicglossary.dubaifuture.ae/ar/words/exercise-mimetic,مركب دوائي ينتج فوائد التمرينات الرياضية
Rich Text Editor (RTE),محرر النص الغني,https://arabicglossary.dubaifuture.ae/ar/words/rich-text-editor,إطار أساسي لإدراج المحتوى النصي في برنامج أدوبي إكسبرنيس مانجر، وبشكل لأساس لمكونات مختلفة، بما في ذلك النصوص والصورة النصية والجدول.
Inference engine,محرك استدلال,https://arabicglossary.dubaifuture.ae/ar/words/inference-engine,بروتوكول برنامج للتنقل عبر القواعد والبيانات في نظام معرفي لحل المشكلة. وتتمثل المهمة الرئيسة لمحرك الاستدلال في تحديد القاعدة الأكثر ملاءمة ثم تطبيقها في كل خطوة خلال تشغيل النظام، ويسمى ذلك الاستدلال المستند إلى القواعد
Search engine,محرك بحث,https://arabicglossary.dubaifuture.ae/ar/words/search-engine,برنامج يبحث عن عناصر في قاعدة البيانات التي تتوافق مع الكلمات الأساسية أو الأحرف التي حددها المستخدم أو المستخدمة بشكل خاص للعثور على مواقع معينة على شبكة الإنترنت العالمية.
Semantic reasoner,محرك برمجي استدلالي,https://arabicglossary.dubaifuture.ae/ar/words/semantic-reasoner,هو برنامج قادر على استنتاج النتائج المنطقية من مجموعة من الحقائق المؤكدة أو البديهيات.
Neural Compute Engine,محرك حوسبة عصبية,https://arabicglossary.dubaifuture.ae/ar/words/neural-compute-engine,مجموعة عتادية على شريحة مصممة خصيصًا لتشغيل الشبكات العصبونية العميقة بسرعة عالية وطاقة منخفضة دون التأثير على الدقة، ويتيح ذلك للأجهزة رؤية بيئاتها وفهمها والاستجابة لها في الوقت الفعلي.
Pulse detonation combustion engines,محركات احتراق التفجير النبضي,https://arabicglossary.dubaifuture.ae/ar/words/pulse-detonation-combustion-engines,نوع من أنظمة الدفع. يستخدم موجات تفجيرية لحرق خليط الوقود والمؤكسد.
Lab-on-a-chip,مختبر على رقاقة,https://arabicglossary.dubaifuture.ae/ar/words/lab-on-a-chip,"مختبر على رقاقة هو جهاز يدمج وظيفة مخبرية واحدة أو عدة وظائف مخبرية على دائرة متكاملة واحدة (تسمى عادة ""رقاقة"") يتراوح حجمها من ملليمترات فقط إلى بضعة سنتيمترات مربعة، ويستخدم لتطبيق الأتمتة والفحص عالي الإنتاجية."
Server,مخدم,https://arabicglossary.dubaifuture.ae/ar/words/server,جهاز حاسوب أو برنامج حاسوبي يتحكم بالوصول إلى مورد أو خدمة مركزية في الشبكة الحاسوبية.
Hazardous Waste,مخلفات خطيرة,https://arabicglossary.dubaifuture.ae/ar/words/hazardous-waste,أي ناتج ثانوي صناعي أو مخلَّف تجاري يُحتمَل أن يضر البيئة أو الناس أو الكائنات الحية الأخرى، من الكائنات الحية، لأنه قابل للاشتعال أو الانفجار أو سام أو تفاعُليّ.
Orbital precession,مداورة مدارية,https://arabicglossary.dubaifuture.ae/ar/words/orbital-precession,تغير اتجاه محور دوران الأرض، أي تغير اتجاه الأرض بالنسبة للحضيض والأوج.
Deep space climate observatory (DSCOVR),مرصد مناخ الفضاء العميق,https://arabicglossary.dubaifuture.ae/ar/words/deep-space-climate-observatory-dscovr,مركبة فضائية مدارها بين الأرض والشمس. وتراقب الرياح الشمسية والجسيمات المنبعثة من الشمس والتي قد تؤثر على الشبكات الكهربائية وأنظمة الاتصالات والأقمار الاصطناعية القريبة من الأرض وتطلق تحذيرات في حالة انبعاثها
Autonomous vehicle,مركبات مستقلة,https://arabicglossary.dubaifuture.ae/ar/words/autonomous-vehicle,تُعرف أيضًا باسم السيارة ذاتية القيادة أو المركبة دون سائق أو السيارة الآلية، وهي مركبة قادرة على استشعار بيئتها والتحرك بأمان بقليل من التحكم البشري أو دونه
Spacecraft,مركبة فضائية,https://arabicglossary.dubaifuture.ae/ar/words/spacecraft,مركبة تستخدم للرحلات إلى الفضاء
Orbiter,مركبة مدارية,https://arabicglossary.dubaifuture.ae/ar/words/orbiter,مسبار فضائي مصمم للذهاب إلى مدارات الكواكب، وهو غير مصمم للهبوط عليها.
Data centrecentre,مركز البيانات,https://arabicglossary.dubaifuture.ae/ar/words/data-centrecentre,مجموعة كبيرة من خوادم الحواسيب المرتبطة معًا تستخدمها المنظمات لتخزين البيانات عن بعد ومعالجتها وتوزيعها.
Quadcopter,مروحية رباعية,https://arabicglossary.dubaifuture.ae/ar/words/quadcopter,طائرة مروحية دون طيار مزودة بأربع شفرات دوارة.
Intelligent Personal Assistant,مساعد شخصي ذكي,https://arabicglossary.dubaifuture.ae/ar/words/intelligent-personal-assistant,برنامج صمم لمساعدة الأشخاص في المهام الأساسية، ويوفر المعلومات غالبًا باستخدام اللغة الطبيعية. تستخدم معظم برامج المساعد الشخصي الذكي الموارد الموجودة على شبكة الإنترنت للإجابة على أسئلة المستخدم عن الطقس والنتائج الرياضية واتجاهات قيادة المركبات والإجابة على استفسارات مماثلة.
Supernova,مستعر أعظم,https://arabicglossary.dubaifuture.ae/ar/words/supernova,انفجار نجمي قوي ومضيء. يحدث هذا الحدث الفلكي العابر خلال المراحل التطورية الأخيرة لنجم هائل أو عندما يمر قزم أبيض (نوع من أنواع النجوم في مجرتنا) باندماج نووي سريع.
Lunar Reconnaissance Orbiter (LRO),مستكشف القمر المداري,https://arabicglossary.dubaifuture.ae/ar/words/lunar-reconnaissance-orbiter-lro,مركبة فضائية روبوتية لوكالة ناسا، تدور حول القمر في مدار قطبي منحرف لرسم الخرائط. وصفت البيانات التي جمعتها المركبة بأنها أساسية للتخطيط لبعثات ناسا المأهولة والروبوتية على القمر.
Data warehouse,مستودع البيانات,https://arabicglossary.dubaifuture.ae/ar/words/data-warehouse,مخزن إلكتروني يستطيع تخزين كمية كبيرة من المعلومات للشركة أو المنظمة
Horizon scanning,مسح الأفق,https://arabicglossary.dubaifuture.ae/ar/words/horizon-scanning,يستخدم مسح الأفق لتحديد المعلومات والإشارات ذات التأثير الأكبر على المستقبل. ويشمل ذلك فحص المعلومات والتدقيق في مختلف الإشارات والتعرف على الأنماط لاكتشاف مسار المستقبل المتوقع.
Graph traversal,مسح الرسم البياني,https://arabicglossary.dubaifuture.ae/ar/words/graph-traversal,يشير إلى عملية التحقق (مع التحديث أو من دونه) من كل قمة في المخطط.
Particle Accelerator,مسرع الجسيمات,https://arabicglossary.dubaifuture.ae/ar/words/particle-accelerator,جهاز لتسريع الجسيمات دون الذرية إلى سرعات عالية بالاعتماد على المجالات الكهربائية أو الكهرومغناطيسية. تُوجَّه الجسيمات المسرّعة عمومًا لتتصادم مع الجسيمات الأخرى، إما بهدف البحث أو لتوليد أشعة عالية الطاقة كأشعة غاما والأشعة السينية.
Cyclotron,مسرع دوراني,https://arabicglossary.dubaifuture.ae/ar/words/cyclotron,مسرع تُدفَع فيه الجسيمات المشحونة مثل البروتونات والديترونات بفعل تيار كهربائي متناوب في مجال مغناطيسي ثابت.
OpenCog,مشروع أوبن كوج (مشروع بناء إطار برمجي مفتوح المصدر للذكاء الاصطناعي),https://arabicglossary.dubaifuture.ae/ar/words/opencog,مشروع يهدف إلى بناء إطار عمل مفتوح المصدر للذكاء الاصطناعي.
Open Mind Common Sense,مشروع أوبن مايند كومون سينس للذكاء الاصطناعي,https://arabicglossary.dubaifuture.ae/ar/words/open-mind-common-sense,مشروع ذكاء اصطناعي في مختبر الوسائط في معهد ماساتشوستس للتقنية، يهدف إلى بناء قاعدة معرفية منطقية كبيرة من مساهمات آلاف الأشخاص عبر الإنترنت والاستفادة منها.
Boolean satisfiability problem,مشكلة الإرضاء المنطقية,https://arabicglossary.dubaifuture.ae/ar/words/boolean-satisfiability-problem,مشكلة تحديد وجود تفاعل يرضي معادلة منطقية. ويعني ذلك إمكانية إحلال قيم صح أو خطأ محل متغيرات المعادلة المنطقية. وإن كانت القيمة صحيحة تكون المعادلة مرضية أما إن كانت خطأ تكون المعادلة غير مرضية.
Authentication,مصادقة,https://arabicglossary.dubaifuture.ae/ar/words/authentication,التحقق من هوية المستخدم أو العملية أو الجهاز -بإدخال كلمة السر مثلًا- وتُعد شرطًا أساسيًا للسماح بالوصول إلى الموارد في أي نظام معلوماتي.
Carbon sink,مصرّفات الكربون,https://arabicglossary.dubaifuture.ae/ar/words/carbon-sink,الغابات والمحيطات والبيئات الطبيعية الأخرى التي تستطيع امتصاص ثاني أكسيد الكربون من الغلاف الجوي.
Deductive classifier,مصنف استدلالي,https://arabicglossary.dubaifuture.ae/ar/words/deductive-classifier,صورة تكيفية لمحرك الاستدلال تستخدم لتعزيز دقة واسم التصنيف
Natural Language Processing (NLP),معالجة اللغات الطبيعية,https://arabicglossary.dubaifuture.ae/ar/words/natural-language-processing,مجال فرعي من اللغويات وعلوم الحاسوب والذكاء الاصطناعي يركز على التفاعلات بين الحواسيب واللغة البشرية، وخاصة كيفية برمجة الحواسيب لمعالجة كميات كبيرة من بيانات اللغة الطبيعية وتحليلها.
Dam Impact Index (DII):,معامل تأثير السد,https://arabicglossary.dubaifuture.ae/ar/words/dam-impact-index-dii,معامل يقيس نسبة تأثر نظام النهر بالسدود المبنية أو المخطط إنشاءها.
Compound annual growth rate (CAGR),معدل النمو السنوي المركب,https://arabicglossary.dubaifuture.ae/ar/words/compound-annual-growth-rate-cagr,متوسط معدل النمو السنوي خلال فترة زمنية محددة أطول من عام واحد.
Behavior informatics,معلوماتية السلوك,https://arabicglossary.dubaifuture.ae/ar/words/behavior-informatics,تهدف إلى الوصول إلى الذكاء السلوكي والرؤية السلوكية. ويختلف الذكاء السلوكي عن تحليل السلوك التطبيقي من المنظور النفسي، لأنه يضع نظريات وأنظمة وأدوات حسابية للنمذجة النوعية والكمية والتمثيل والتحليل والإدارة لسلوكيات الأفراد والمجموعات والمنظمات.
Production Rule Representation,معيار تمثيل قواعد التوليد,https://arabicglossary.dubaifuture.ae/ar/words/production-rule-representation,المعيار المقترح لجمعية أوبجكت مانجمنت جروب لتوفير تمثيل نموذج قاعدي حيادي التوريد في لغة النمذجة الموحدة لقواعد التوليد، بأسلوب محركات قواعد التسلسل الأمامي.
Bioreactors,مفاعلات حيوية,https://arabicglossary.dubaifuture.ae/ar/words/bioreactors,جهاز تجري داخله تفاعلات حيوية على المستوى الصناعي.
Fail-safe,مقاوم للأعطال,https://arabicglossary.dubaifuture.ae/ar/words/fail-safe,نظام أو خطة تُفَعّل عند حدوث خطأٍ ما أو لمنع وقوعه.
Accelerometer,مقياس التسارع,https://arabicglossary.dubaifuture.ae/ar/words/accelerometer,أداة لقياس تسارع جسم متحرك أو مهتز.
USB port,منافذ يو إس بي,https://arabicglossary.dubaifuture.ae/ar/words/usb-port,معيار صناعي يحدد مواصفات الكابلات والموصلات والبروتوكولات الخاصة بالاتصال والتواصل وإمدادات الطاقة بين أجهزة الحاسوب والملحقات وأجهزة الحاسوب الأخرى.
First-order logic,منطق الرتبة الأولى,https://arabicglossary.dubaifuture.ae/ar/words/first-order-logic,مجموعة من الأنظمة الرسمية المستخدمة في الرياضيات والفلسفة واللغويات وعلوم الحاسوب. ويستخدم منطق الرتبة الأولى متغيرات كمية على أشياء غير منطقية ويسمح باستخدام الجمل التي تتضمن متغيرات،
Predicate logic,منطق الرتبة الأولى,https://arabicglossary.dubaifuture.ae/ar/words/predicate-logic,"(منطق رياضي): دالة ذات قيمة منطقية P: X→ {true, false}، وتسمى دالة المسند إلى X."
Separation logic,منطق الفصل,https://arabicglossary.dubaifuture.ae/ar/words/separation-logic,هو امتداد لمنطق هوري ويمثل طريقة للتفكير في البرامج.
Description logic,منطق الوصف,https://arabicglossary.dubaifuture.ae/ar/words/description-logic,تمثل المعرفة بصورة تعتمد على المنطق لنمذجة موضوع معين من ناحية المفهوم والأدوار والأفراد
Fuzzy logic,منطق ضبابي,https://arabicglossary.dubaifuture.ae/ar/words/fuzzy-logic,صورة من قيم منطقية عديدة تكون فيها قيم الحقيقة في المتغيرات أي رقم يقع بين 0 و1. ويعالج مفهوم الحقيقة الجزئي عندما تتراوح قيمة الحقيقة من صحيح تمامًا وحتى خاطئ تمامًا.
Decentralised autonomous organisation (DAO),منظمة مستقلة لامركزية,https://arabicglossary.dubaifuture.ae/ar/words/decentralised-autonomous-organisation-dao,مؤسسة يحكمها برنامج بدلاً من رئيس تنفيذي أو مجلس إدارة. ويحتفظ عدد من المعنيين في المنظمة أو المسؤولين عن مشروع معين فيها بمفاتيح الحوكمة ويصوتون على القرارات.
Ecosystem,منظومة بيئية,https://arabicglossary.dubaifuture.ae/ar/words/ecosystem,مجتمع حيوي من الكائنات الحية أو الجهات المتفاعلة وبيئاتها المادية.
System-on-chip,منظومة على رقاقة,https://arabicglossary.dubaifuture.ae/ar/words/system-on-chip,دائرة متكاملة تدمج كل أو معظم مكونات الحاسوب أو أي نظام إلكتروني آخر. تشمل هذه المكونات على وحدة معالجة مركزية وذاكرة ومنافذ إدخال وإخراج وتخزين ثانوي، ويكون حجم هذه الرقاقة الصغيرة بحجم العملة المعدنية.
Self healing materials,مواد الشفاء الذاتي,https://arabicglossary.dubaifuture.ae/ar/words/self-healing-materials,هي مواد اصطناعية أو مركبة اصطناعيًا لديها القدرة المدمجة على إصلاح الأضرار التي تلحق بها تلقائيًا دون أي تشخيص خارجي للمشكلة أو تدخل بشري.
Nonrenewable resources,موارد غير متجددة,https://arabicglossary.dubaifuture.ae/ar/words/nonrenewable-resources,مواد طبيعية لا تتجدد بالسرعة التي تُستهلك بها.
Superconductors,موصلات فائقة,https://arabicglossary.dubaifuture.ae/ar/words/superconductors,مواد يمكنها توصيل الكهرباء أو نقل الإلكترونات من ذرة إلى أخرى بدون مقاومة.
Quasar,نجم زائف - شبيه بالنجم,https://arabicglossary.dubaifuture.ae/ar/words/quasar,جرم فضائي ضخم وبعيد جدًا، يصدر كميات استثنائية من الطاقة، ويبدو كالنجوم عند رصده بالتلسكوبات. ويقال إن النجوم الزائفة تحتوي على ثقوب سوداء ضخمة وقد تمثل مرحلة من تطور بعض المجرات.
Blazars,نجم زائف متوهج,https://arabicglossary.dubaifuture.ae/ar/words/blazars,منطقة في مركز مجرة تنبعث منها إشعاعات قوية جدًا تجاه الأرض.
Pulsar,نجم نابض,https://arabicglossary.dubaifuture.ae/ar/words/pulsar,جرم فضائي، يظن العلماء أنه نجم نيوتروني سريع الدوران، يصدر نبضات منتظمة من موجات الراديو وغيرها من الإشعاعات الكهرومغناطيسية بمعدلات تصل إلى ألف نبضة في الثانية.
Click-Through Rate (CTR),نسبة النقر إلى الظهور,https://arabicglossary.dubaifuture.ae/ar/words/click-through-rate-ctr,نسبة زوار الموقع الإلكتروني الذين ينقرون على الرابط وينتقلون من موقع إلكتروني إلى آخر.
Bohr Radius,نصف قطر بور,https://arabicglossary.dubaifuture.ae/ar/words/bohr-radius,ثابت فيزيائي يعبر عن المسافة الأرجح بين الإلكترون والنواة في ذرة الهيدروجين في الحالة الأرضية.
Semiconductor,نصف ناقل,https://arabicglossary.dubaifuture.ae/ar/words/semiconductor,مادة صلبة لها موصلية كهربائية بين المواد العازلة والمواد المعدنية، وذلك إما بسبب إضافة شوائب أو بسبب تأثيرات درجة الحرارة. تعد الأجهزة المصنوعة من أشباه الموصلات -ولا سيما السيليكون- مكونات أساسية لمعظم الدوائر الإلكترونية.
Relational Database Management System (RDBMS),نظام إدارة قواعد البيانات العلائقية,https://arabicglossary.dubaifuture.ae/ar/words/relational-database-management-system,برنامج يتيح إنشاء قاعدة بيانات علائقية وتحديثها وإدارتها.
Reasoning system,نظام استدلال,https://arabicglossary.dubaifuture.ae/ar/words/reasoning-system,نظام برمجي يولد استنتاجات من المعرفة المتاحة باستخدام تقنيات منطقية مثل الاستنباط والاستقراء.
Space Launch System (SLS),نظام الإطلاق الفضائي,https://arabicglossary.dubaifuture.ae/ar/words/space-launch-system,هي مركبة إطلاق فائقة التحمل، والتي تطورها وكالة ناسا في الولايات المتحدة منذ إعلانها في عام 2011.
Global Positioning System (GPS),نظام التموضع العالمي,https://arabicglossary.dubaifuture.ae/ar/words/gps,نظام ملاحة يعتمِد على الأقمار الاصطناعية ومستقبِل وخوارزمية لمزامنة بيانات المواقع والسرعة والزمن، للتنقل برًّا وبحرًا وجوًّا.
Closed Loop System,نظام الحلقة المغلقة,https://arabicglossary.dubaifuture.ae/ar/words/closed-loop-system,مجموعة من الأجهزة الميكانيكية أو الإلكترونية التي تنظم العملية بصورةٍ مؤتمتة دون تدخل بشري.
Open Loop System,نظام الحلقة المفتوحة,https://arabicglossary.dubaifuture.ae/ar/words/open-loop-system,نوع من أنظمة التحكم المستمر، لا يكون للمخرج فيه أي أثر أو تأثير على التحكم بإشارة الدخل.
Blackboard system,نظام السبورة,https://arabicglossary.dubaifuture.ae/ar/words/blackboard-system,نهج ذكاء اصطناعي يعتمد على النموذج المعماري للسبورة، حيث توجد قاعدة معرفية عامة.  وتُحَدث السبورة بصورةٍ متكررة عبر مجموعة متنوعة من مصادر المعرفة المتخصصة، بدءًا من تحديد المشكلة وانتهاءً بالحل. ويحدث كل مصدر معرفة السبورة بحل جزئي عندما تتطابق قيودها الداخلية مع حالة السبورة. ما يساعد المتخصصين على العمل معًا لحل المشكلة. وصمم نموذج السبورة في الأصل للتعامل مع المشكلات المعقدة وغير المحددة بصورةٍ جيدة.
Fuzzy Control System,نظام تحكم ضبابي,https://arabicglossary.dubaifuture.ae/ar/words/fuzzy-control-system,"يشير مصطلح ""ضبابي"" إلى حقيقة أن المنطق المتضمن يمكن أن يتعامل مع مفاهيم لا يمكن التعبير عنها على أنها ""صواب"" أو ""خطأ"" بل ""صواب جزئي"". وعلى الرغم من أن الأساليب البديلة مثل الخوارزميات الوراثية والشبكات العصبية يمكن أن تؤدي المنطق الضبابي ذاته في حالاتٍ عديدة، لكن المنطق الضبابي يمتاز بأن حل المشكلة يمكن أن يصاغ بعبارات يستطيع البشر فهمها، وبهذا يمكن استخدام تجربتهم في تصميم وحدة التحكم."
Transition system,نظام حالة الانتقال,https://arabicglossary.dubaifuture.ae/ar/words/transition-system,مفهوم يستخدم في دراسة الحوسبة لوصف السلوك المحتمل للأنظمة المنفصلة.
Moving block,نظام حجز متحرك,https://arabicglossary.dubaifuture.ae/ar/words/moving-block,نظام إشارة تُصنّف فيه الحواسيب المناطق حول كل قطار على أنها مناطق خالية أو آمنة في الوقت الفعلي.
Expert systems,نظام خبير,https://arabicglossary.dubaifuture.ae/ar/words/expert-systems,برنامج حاسوبي يحاكي منطق الخبير البشري
Decision support system (DSS),نظام دعم القرارات,https://arabicglossary.dubaifuture.ae/ar/words/decision-support-system-dss,برنامج حاسوبي يدعم اتخاذ القرارات وتقييمها في المنظمات. ويفحص كمية كبيرة من البيانات ويجمع المعلومات الشاملة التي استخدمت في حل المشكلات التي تظهر خلال اتخاذ القرارات.
Production system,نظام قواعد الإنتاج,https://arabicglossary.dubaifuture.ae/ar/words/production-system,برنامج حاسوبي يستخدم عادة لتوفير أحد أشكال الذكاء الاصطناعي، ويتكون أساسًا من مجموعة من القواعد المرتبطة بالسلوك، ويتضمن أيضًا الآلية اللازمة لاتباع تلك القواعد، ليستجيب النظام لحالات العالم.
Multi-agent system,نظام متعدد الوكلاء,https://arabicglossary.dubaifuture.ae/ar/words/multi-agent-system,نظام محوسب مؤلف من عدة عناصر ذكية متفاعلة (وكلاء). بإمكان الأنظمة متعددة الوكلاء حل المشكلات التي يصعب أو يستحيل حلها على وكيل فردي أو نظام موحد.
Humanoid-Bioreactor System,نظام مُفاعل حيوي شبه بشري,https://arabicglossary.dubaifuture.ae/ar/words/humanoid-bioreactor-system,لتصميم الأنسجة، يستخدم العلماء المفاعلات الحيوية المليئة بالمواد الغذائية والمواد الكيميائية والتي تؤدي إلى نمو طبقة من الخلايا. إلا أن خلايا العضلات والأوتار تتطلب القدرة على التمدد والحركة بواسطة الهيكل، والذي يعتبر عنصراً ميكانيكياً لا تستطيع المفاعلات الحيوية محاكاته. ولأن الروبوتات الشبيهة بالبشر قادرة على محاكاة حركة الإنسان، فمن شأنها أن تكون أداة ممتازة. وقد تستخدم كنظام مفاعل حيوي شبيه بالبشر، ويمكن للأنسجة أن تتطور مع القليل من المساعدة الهيكلية من الروبوتات، أي تقريباً بنفس طريقة تطورها على هيكل الإنسان.
Discrete system,نظام منفصل,https://arabicglossary.dubaifuture.ae/ar/words/discrete-system,نظام يمكن التعامل معه مباشرةً داخل إطار نظرية الأنظمة الديناميكية. ويتضمن هذا النظام تسجيل الإشارات أو توصيلها أو عرضها بالإضافة إلى عرض البيانات في صورةٍ منفصلة.
Computational number theory,نظرية الأعداد الحوسبية,https://arabicglossary.dubaifuture.ae/ar/words/computational-number-theory,فرع من نظرية الأعداد، يركز على تطوير خوارزميات حاسوبية فعالة وتنفيذها لحل مشكلات عديدة في نظرية الأعداد.
Game theory,نظرية الألعاب,https://arabicglossary.dubaifuture.ae/ar/words/game-theory,دراسة النماذج الرياضية للتفاعل الاستراتيجي بين متخِذي القرار العقلانيين. ولها تطبيقات في مختلف مجالات العلوم الاجتماعية والمنطق وعلم الأنظمة والحاسوب.
Automata theory,نظرية التشغيل الذاتي,https://arabicglossary.dubaifuture.ae/ar/words/automata-theory,دراسة الآلات المجردة والتشغيل الذاتي بالإضافة إلى المشكلات الحوسبية التي يمكن حلها باستخدام الآلات والتشغيل الذاتي. وهي جزء من علم الحاسوب النظري.
Computational complexity theory,نظرية التعقيد الحوسبي,https://arabicglossary.dubaifuture.ae/ar/words/computational-complexity-theory,أحد مجالات علم الحواسيب النظري. ويهدف إلى تصنيف الصعوبات العملية في حل المشكلات عن الأشياء الاندماجية والمقارنة بينها.
Computational learning theory (CoLT),نظرية التعلم الحوسبي,https://arabicglossary.dubaifuture.ae/ar/words/computational-learning-theory-coltcolt,أحد مجالات أبحاث الذكاء الاصطناعي يدرس تصميم خوارزميات التعلم الآلي لتحديد أنواع المشكلات القابلة للتعلم. ويهدف التعلم الحوسبي إلى فهم برامج التعلم العميق بصورةٍ أفضل.
Theory of computation,نظرية الحوسبة,https://arabicglossary.dubaifuture.ae/ar/words/theory-of-computation,علم يحدد المشكلات التي يمكن حلها على نموذج حوسبي باستخدام خوارزمية ومدى كفاءة هذه الحلول.
Decision theory,نظرية القرار,https://arabicglossary.dubaifuture.ae/ar/words/decision-theory,فرع من النظرية الإحصائية يركز على عملية الاختيار بين البدائل
