Peer-to-peer, نظير-الى-نظير,
Pen, قلم,
Pending signals, إلغاء التنزيلات المتبقية؟,
Percent, بالمئة,
Percentage, مئوية,
Percentual, مئوي,
Period, دورة,
Periodic, دورية,
Periodic group, مجموع دوري,
Peripheral, طرفي,
Peripheral device, جهاز طرفي,
Perl, بيرل,
Perl Script, نص بيرل,
Permanent, دائم,
Permanent file, ملف دائم,
Permanent link, رابط دائم,
Permutation, مبادلة,
Perplexity, إرباك،حيرة,
Persistence, استمرار,
Persistent, مستمر,
Persistent memory, ذاكرة مستمرة,
Personal computer, حاسوب شخصي,
Personal Package Archive, أرشيف الحزم الشخصي,
Perspective, فرجة،منظور,
Phase, طور,
Philippines, الفيليبين,
Philosophy, فلسفة,
Phone, هاتف،يهتف,
Phone mail, بريد هاتفي,
Physical, محسوس،ملموس،حقيقي الوجود,
Physical address, العنوان الملموس,
Physical addressing, عنونة ملموسة,
Physical file, ملف ملموس,
Physical layer, الطبقة الملموسة,
Physical memory, الذاكرة الملموسة،الذاكرة الموجودة حقيقياً,
Physical memory address, عنوان الذاكرة الملموسة,
Picker Settings, اختر الإعدادات,
Picking, إختيار،إنتقاء,
Picture, صورة,
Picture element, عنصر صورة,
PID, رمز المهمة,
Pie, فطيرة /ج فطائر,
Pin, إبرة :: سلّة,
Ping-pong, أخذ و رد,
Pipe, أنبوب,
Pipeline processing, معالجة تواردية,
Pipelining, مواردة,
Piracy, قرصنة,
Pirate, قرصان,
Pitch, خطوة,
Pixel, بكسل,
Pixels, عنصورات,
Place, ساحة، مكان,
Placeholder, ماسك المكان,
Plain, مجرد (نص),
Plain text, نص مجرد,
Plain window, نافذة كاملة,
Platform, منصة,
Play, أعزف،شغل،إقرء,
Player, لاعب،قارئ,
Plotter, خطاط,
Plot (verb), تخطيط، خط,
Plug and play, قبس و تشغيل,
Plugin, ملحق,
Pocket calculator, آلة حاسبة للجيب,
Pocket computer, حاسوب للجيب,
Podcast, نشرة (صوتية),
Point, نقطة،يؤشِر,
Pointer, مؤشر,
Pointing device, جهاز تأشير,
Pointing stick, عصا التأشير,
Point of presence, نقطة الوجود,
Point of sale terminal, مطراف نقطة بيع,
Point-to-point protocol, ميفاق نقطة الى نقطة,
Policy, سياسة,
Policy issues, شؤون سياسية,
Polish, البولندية,
Polling, جسّ,
Polygon, مضلّع,
Polymorphic, متعدد الأشكال,
Polymorphism, تعددية الأشكال,
Polynomial, حدودية,
Pool, حوض,
Pop-down menu, قائمة منسدلة,
Pop up, منبثق,
Popup, منبثقة (نافذة، قائمة إلخ...),
Port, منفذ,
Portability, قابلية للنقل,
Portable, محمول، قابل للحمل,
Portal, باب، بوابة,
Portmap, خريطة المنافذ,
Portmapper, خطًاط المنفذ,
Port monitor, مراقب المنفذ,
Port number, رقم المنفذ,
Portrait, طولي,
Portugal, برتغال,
Portuguese, البرتغالية,
Pose, وضعية,
Position, موضع,
Positional, موقعيً،مكانيً,
Post, رسالة، أرسل (فعل),
Postal Box, صندوق بريدي,
Poster, إعلان، مُلصق,
Postfix notation, تَنويت مُلحق,
Postmaster, موزع البريد,
Post Office, مكتب البريد,
Post office problem, مشكل مكتب البريد,
Post Processor, معالج الأحداث,
Postscript, PostScript,
Pound, جنيه (عملة)، رطل (وزن),
Pound sign, علامة الجنيه،علامة الرطل (وحدة وزن),
Power, قوى، القدرة,
Power management, إدارة الطاقة,
Power-on self-test, الفحص الذاتي عند الإقلاع,
Power save mode, نمط ادخار الطاقة,
Pragmatic, ذَرَائِعيّ، فِعْلِيّ، واقِعِيّ,
Precision, دقة,
Pre-emptive multitasking, تعدد المهمات الوقائي,
Preference, تفضيل,
Preferences, تفضيلات,
Prefix, سابقة,
Prefix notation, تَنويت مُبدأ,
Preformat, إصاغة تمهيدية،تهيئة تمهيدية,
Prepare, تحضير,
Preprocessor, معالج سبقي،معالج تمهيدي,
Presence detect, إكتشاف التواجد,
Press, ضغط,
Press and Hold, ضغط مع التعليق,
Prevent, اتقاء، تجنيب,
Prevention, حظر،صدً,
Preventive, وقائي,
Preventive maintenance, صيانة وقائية,
Preview, معاينة,
Previous, السابق,
Primary, أولي,
Primary cache, خابية أولية،خابية رئيسية,
Primary Colors, ألوان أولية,
Primary window, الإطار الأساسي,
Prime number, عدد أولي,
Principal, رئيسي,
Principal type, نوع رئيسي,
Print, طبع,
Printable, قابل للطباعة،مهيء للطباعة,
Print area, مساحة الطباعة,
Printed, مطبوع,
Printer, طابعة,
Printer port, منفذ الطباعة,
Printing, يطبع,
Print server, ملقم طباعة,
Priority, أولوية,
Priority inheritance, وراثة الأولية,
Priority inversion, إنقلاب الأولية,
Priority scheduling, جدولة الأولوية,
Privacy, خصوصية,
Private, خاص,
Private hostname, إسم مضيف شخصي،إسم مضيف خصوصي,
Private key, مفتاح سري,
Private Messages, رسائل خاصة,
Priviledge, امتياز,
Privilege, امتياز,
Privileged instruction, تعليمة مميًزة،تعليمة ذات إمتياز,
Probabilistic, أحتمالية,
Probability, إختمال،توقًع,
Problem, مشكل,
Problem report, تقرير عن مشكل,
Problem state, حالة المشكل,
Procedural language, لغة إجرائية,
Procedure, إجراء,
Process, عمليّة,
Process file, ملف إجراء،ملف معالجة,
Process ID, رقم الإجراء,
Process identifier, معرف الاجراء,
Processing, جاري التطبيق، جاري المعاملة، جاري التنفيذ,
Processor, معالج,
Processor time, زمن (تشغيل) المعالج,
Process scheduling, جدولة الإجراء،جدولة المعالجة,
Process status, حالة الاجراء,
Process table, جدول الاجراء,
Prodigy, Prodigy,
Product, منتج,
Production system, نظام إنتاج,
Professional programming, translated مهنية,
Professional services, خدمات مهنية,
Program, برنامج,
Program counter, عداد برنامج،عداد برمجي,
Programmer, مبرمج,
Programming, برمجة,
Programming language, لغة برمجة,
Programs, برامج,
Progress, تقدم,
Progress bar, شريط التقدم,
Progressive coding, ترميز تقدًمي,
Prohibit, حظر,
Project, مشروع,
Projection, اسقاط,
Project management, ادارة مشاريع,
Project planning, تنظيم مشروع،تدبير مشروع,
Promote, ترقية،مساعدة,
Prompt, محث,
Proof, برهان،إثبات,
Propagation, انتشار,
Propeller key, مفتاح دافع,
Properties, خصائص، مواصفات,
Property, خاصية :: ملكية,
Proportional, تناسبي، متناسب,
Proposition, رأي،مُقترح،إقتراح,
Protect, حماية,
Protected, محمي,
Protected mode, وضع محمي,
Protected workbooks, كتب عمل محمية,
Protection, حماية,
Protocol, ميفاق,
Protocol analyser, محلل مراسم,
Protocol class 0, فئة ميفاق صفرية,
Protocol converter, محوًل ميفاق,
Protocol layer, طبقة الميفاق,
Protocols, مراسم,
Prototyping, نمذجة,
Provide, توفير,
Provider, موفّر,
Proxy, وسيط,
Proxy gateway, بوابة وسيطة,
Proxy server, خادم وسيط,
Pseudo, شبه,
Pseudo-device, شبه جهاز,
Pseudo-random number, عدد شبه عشوائي,
Pseudo-terminal, شبه مطراف,
Public, عمومي,
Public directory, مجلًد عمومي,
Public domain, مشاع,
Public key, مفتاح علني,
Public-key encryption, التعمية بالمفتاح العمومي,
Publish, نشر,
Publisher, ناشر،دار نشر,
Pull, سحب،إجتذاب،جر,
Pumpkin, يقطين,
Pumpking, قرع,
Punch card, بطاقة ثقب,
Pure functional language, لغة وظيفية صافية,
Purely functional language, لغة وظيفية بشكل صافي,
Purge, نهاية الصلاحية,
Push, دفع,
Push-button, زرً ضغط,
Push media, وسائط دفع,
Pyramid, هرم,
Quadratic, تربيعي,
Quadrature, تربيع,
Quality, جودة,
Quality assurance, تأكيد الجودة,
Quality control, التأكد من الجودة,
Quality of service, جودة الخدمات,
Quantity, كمية,
Quantum computer, حاسوب كمومي,
Quantum computing, الحوسبة الكمومية,
Quarantine, أربعينية,
Query, استعلام,
Question mark, علامة الاستفهام,
Queue, طابور,
Quickstart, بدء (تشغيل) سريع,
Quit, مغادرة,
Quorum, سهم /ج أسهم,
Quota, حصّة،أسهم,
Quotation, اقتباس,
Quote, اقتباس,
Quoted, مُقتبس،مُقتطف,
Quotient, قِسْم,
Qword, مركب من أربعة عناصر :: مركب رباعي :: رباعي,
Race condition, حالة تعارض,
Radar map, خريطة الرادار,
Radial, شعاعي,
Radio, راديو,
Radio button, زر انتقاء,
Radiosity, شعاعية,
Radius, نصف قطر,
Radix, عدد جذري,
Raise, رفع,
Random, عشوائي,
Random numbers, أرقام عشوائية، أعداد عشوائية,
Range, مدى,
Rank, منزلة,
Raster, خطوط المسح التسامتي,
Raster file, ملف تسامتي,
Raster font, خط نقطي,
Raster graphics, رسوميات تسامتية,
Rate, معدًل، سرعة,
Rating, تحديد الدرجة، تقدير,
Ratio, نسبة,
Raw data, معطيات خام(أولية),
Raw memory, ذاكرة مجردة,
Ray, حزة,
Reachable, يمكن الوصول إليه، متوصل إليه,
Read, قراءة,
Readable, مقروء,
Read only, مقروء فقط,
Ready, جاهز،متأهب,
Real, حقيقي,
Real Memory, ذاكرة حقيقية,
Real-time, آني,
Real-time structured analysis, تحليل بنيوي فوري,
Real user, المستخدم الواقعي,
Reboot, إعادة اقلاع,
Receipt, توصيل,
Receiver, المستقبل,
Recipe, وصفة، لائحة تحضيرية,
Recognition, تعرف,
Reconnect, إعادة اتصال,
Record, تسجيلة,
Record (verb), تسجيل,
Recover, استرجاع,
Recovery, استعادة,
Rectangle, مستطيل,
Recursion, معاودة,
Recursive, تكراري,
Recursive definition, تعريف تِكراري,
Red, أحمر,
Redemption, استرداد,
Redirect, إعادة توجيه,
Redirection, اعادة توجيه,
Redisplay, حدًث العرض,
Redo, إعادة,
Reduce, نقص,
Reduction, نقص,
Refactoring, اعادة التصنيع,
Reference, مرجع,
Reference counting, عدً المراجع،عدً مرجعي,
Referential integrity, تكامل مرجعي,
Referential transparency, شفافية مرجعية،مرجعية الشفافية,
Referer, يدل,
Referral, إحالة,
Reflexive, عاكس,
Refresh, إنعاش,
Refreshable, قابل للإنعاش,
Refresh rate, معدل التحديث,
Refuse, رفض,
Refutable, مرفوض,
Regenerate, إعادة توليد,
Region, قطر، اقليم,
Regional network, شبكة اقليمية، شبكة قطرية,
Register, تسجيل,
Registered port, منفذ مسجل,
Registration, التسجيل,
Registry, مَسجل,
Regular, منتظِم,
Regular expression, تعبير نمطي,
Reincarnation, cycle of, 
Reinstallation, إعادة التثبيت,
Reject, رفض,
Rejected, مرفوض,
Relation, علاقة,
Relational database, قاعدة بيانات ارتباطية,
Relational model, نمط علائقي,
Relative, نسبي,
Relative path, مسار نسبي,
Relay, منقال،بديل,
Release, إصدارة,
Relevance, وظيفة تمييزية,
Reliability, ثِقَة، ثبات,
Relief, نجدة,
Reload, اعادة تحميل,
Rely on, يعتمد على,
Remaining, باقٍ,
Remark, ملاحظة,
Remind, تذكير,
Reminder, تذكير,
Remote, عن بعد، بعيد,
Remote access, نفاذ عن بُعد,
Remote control, تحكم عن بعد,
Remote echo, صدى بعيد,
Remote monitoring, مراقبة عن بعد,
Remote procedure call, استدعاء إجراء عن بُعد,
Removable, مزال,
Remove, إزالة,
Rename, تغيير الاسم,
Render, تَصْيير (ف. صيّر),
Rendering, تصيير,
Rendezvous, موعد,
Renew, اتجديد,
ReNice, see Nice,
Reorganize, اعادة تنظيم,
Repaginate, اعادة اعداد الصفحة,
Repagination, اعادة اعداد الصفحة,
Repair, تصليح,
Repeat, إعادة،تكرار،ترديد,
Repeater, مردد,
Repeat loop, حلقة تردد,
Replace, استبدل,
Replacement, استبدال، إحلال,
Replicate, يضاعف، يكرر,
Replication, مضاعفة، تكرار,
Reply, ردً,
Report, تقرير,
Reports, تقارير,
Repository, مستودع,
Request, طلب,
Require, تطلب,
Requirement, متطلب،إحتياج,
Reserved blocks, قوالب النشاط,
Reserved memory, ذاكرة محجوزة,
Reset, تصفير,
Reset button, زر إعادة للوضع الابتدائي,
Resident, مقيم,
Resident memory, ذاكرة مقيمة,
Residual, متبقي,
Resizable, قابل لتغيير القياس,
Resize, إعادة تحجيم,
Resolution, ميز,
Resolutions, القرارات,
Resolve, حلّ،فرَّق،حلَّل,
Resolver, حالّ,
Resource, مورد,
Resource bundle, حزمة مورد,
Resource control, تحكم بلمورد,
Resource element, رقم تعريف العنصر,
Resource fork, شعبة مورد,
Resource monitor, مراقب الموارد,
Resource pool, حوض موارد,
Resource state, حالة المورد,
Resource type, نوع المورد,
Response, إجابة,
Response time, وقت الاستجابة,
Responsible, مسؤول,
Restart, إعادة تشغيل,
Restore, استعاد,
Restrict, اقتصار,
Restricted, مقيّد,
Restriction, اقتصار,
Restructuring, اعادة هيكلة,
Result, النتيحة,
Resume, إستأنف,
Retrieve, جَلْب,
Retry, حاول مجدداً,
Return, عودة,
Reusability, تكرارية الإستعمال,
Reuse, إعادة الإستعمال،تكرار الإستعمال,
Reverse, معكوس,
Reversed, معكوس,
Reverse engineering, برمجة عكسية,
Reverse video, أعكس الفيديو,
Revert, يعكس,
Revision, مراجعة,
Revocation, سحب، إبطال,
Revoke, يسحب، يبطل,
Revolutions per minute, دورات في الدقيقة,
Rhombus, معين,
Rhythm, إيقاع,
Right, يمين،صحً,
Right brace, حاصِرَة يمينية,
Right bracket, قوس يمين(ي),
Right-click, ينقر على اليمين,
Right-justify, محاذاة لليمين,
Right parenthesis, هلال يميني,
Ring network, شبكة حلقية الشكل,
Rings, حلقت,
Ring topology, Topology حلقيًة,
Rip, نسخ وسائط رقمية,
Robot, روبوت,
Role, دور,
Room, غرفة,
Root, جذر,
Root account, حساب جذري,
Root directory, الدليل الجذر,
Root disk, قرص جذري,
Root file system, نظام ملفات جذري,
Root mode, نمط جذري,
Root node, عقدة جذرية,
Root user name, اسم المستخدم الجذري,
Root Window, ناقذة الجذر,
Rotate, يدور،  دار حول,
Rotation, دوران,
Rotations per minute, دورات في الدقيقة,
Rough translation, ترجمة تقريبية,
Round, مدور,
Rounded square, مربع مدور,
Route, طريق,
Router, موجه,
Routine, وتيرة,
Routing, توجيه,
Routing table, جدول توجيه,
Row, سطر، صف,
RPM package, حزمة RPM,
Rule, قاعدة,
Ruler, مسطرة,
Run, تنفيذ,
Run level, مستوى تشغيل,
Runnable process, اجراء تشغيلي,
Runtime, زمن التشغيل,
Run-time, زمن تشغيلي,
Run-time environment, محيط زمن تشغيلي,
Run-time error, خطأ زمن تشغيلي,
Run-time library, مكتبة زمن تشغيلي,
Runtime library, مكتبة زمن تشغيلي,
Run-time support, دعم زمن تشغيلي,
Run-time system, نظام زمن تشغيلي,
Runtime system, نظام زمن تشغيلي,
Safe, آمن,
Safe mode, وضع آمن,
Safety, أمن، وقاية,
Salt, ملح,
Salutation, ترحيب،سلام,
Salvage, قيمة الخردة,
Sample, عيًنة,
Sample rate, معدًل الإعتيان,
Sampling, إعتيان,
Sampling frequency, تردد الإعتيان,
Sampling rate, معدل الإعتيان,
Sandbox, آلية تحديد الوصول,
Sanskrit, السنسكريتية,
Sans serif, غير مُذيّل,
Saturation, تشبع,
Save, حفظ,
Say, قل,
Scalability, قابلية التوسع,
Scalable, قابل للتمديد,
Scalable resource, مورد قابل للترقية،مورِد سلًمي القياس,
Scalable service, خدمة قابلة للترقية,
Scalar, (عدد) سلًمي,
Scaling Factor, معامل القياس,
Scan, مسح,
Scan line, خط المسح,
Scanner, ماسحة,
Scan path, مسار المسح,
Scan register, سجلً المسح,
Scenario, كتابة مشهد (مفصلًة),
Scheduel, جدول,
Schedueler, مجدول،برنامج جدولة,
Schedule, جدول,
Schedule manager, منظم جدولة،مسيًر جدولة,
Scheduler, مجدول،مبرمج جدولة,
Scheduling, جدولة,
Schema, مخطط,
Schematic, تخطيطي,
Scheme, مخطط، خطة,
Scientific, علمي,
Scientific notation, تطبيقات علمية,
Scope, نطاق,
Scoring, إحراز،أحرز,
Scratch, بداية، لاشيء (صفر).,
Scratch disk, قرص خربشة,
Scratch file, ملف خربشة,
Screen, شاشة,
Screen blanker, مبيض الشاشة,
Screen capture, إلتقاط الشاشة,
Screen editor, محرر الشاشة,
Screen lock, قفل الشاشة,
Screen reader, قارءى الشاشة,
Screen Saver, حافظة الشاشة,
Screensaver, حافظة الشاشة,
Screen server, خادم الشاشة,
Screenshot, لقطة شاشة,
Screw, مفك، يفسد,
Scroll, تمرير,
Scrollable list, لائحة قابلة للزلق,
Scroll arrow, سهم التمرير,
Scrollbar, شريط الزلق,
Scroll box, صندوق التمرير,
Scrolling, الزلق,
Scroll pane, لوح الزلق,
SCSI, سكزي,
SC/XSpread, لف عند الإخراج,
Search, بحث,
Search Domains, مجالات بحث,
Search engine, محرك بحث,
Search string, سلسلة البحث,
Search term, مفردة البحث،مصطلح البحث,
Second, ثاني,
Secondary, ثانوي,
Secondary Colors, ألوان ثانوية,
Secondary key, مفتاح ثاني,
Secondary storage, تخزين ثانوي,
Second generation computer, حاسوب الجيل الثاني,
Second generation language, لغة الجيل الثاني,
Section, قسم :: باب (كتاب),
Sector, قطاع، شعبة,
Sector map, خريطة القطاع,
Secure, آمن,
Secure channel, قناة آمنة,
Security, أمان,
Seek, سعي,
Seeking, ساعياً,
Seek time, زمن النِشدان،زمن السعي,
Segment, قطعة,
Segmentation, تقسيم,
Select, اختيار,
Selection, منتقى,
Self-test, فحص تلقائي,
Semiautomatic, شبه تلقائي,
Send, إرسال,
Sender, مرسل,
Sense, متجه،إحساس,
Sensitive, حساس,
Sensor, مِجَسّ,
Sentence, جملة,
Separator, فاصل,
September, ايلول,
Sequence, متتالية,
Sequencer, منظم التتابع,
Sequential processing, معالجة متتالية،تنفيذ متتالي,
Serial, متسلسل,
Serial line, خط متسلسل، خط تسلسلي,
Serial port, منفذ تسلسلي,
Serif, (خط) مُذيّل,
Serve, أخدم,
Server, خادوم,
Server room, غرفة الخادم,
Servers, خوادم,
Server-side, من ناحية الخادم، من قبل الخادم، عند الخادم,
Service, خدمة,
Serviceability, قدرة الخدمة,
Service interface, واجهة الخدمة,
Service provider, موفر الخدمة،موفر خدمة الإنترنت،مزود بِلخِدمة,
Session, جلسة,
Set, تعيين,
Settings, إعدادات,
Settlement, تسوية,
Settling time, زمن (الوصول إلى) الاستقرار,
Setup (Configuration), إعداد,
Setup (Installation), تثبيت,
Severity, شدة، قسوة,
Shader, مُظَلِّل,
Shading, تَضْلِيل,
Shadow, ظل,
Shadowing, تظليل,
Shape, شكل غلاف,
Share, سهم، مشترك,
Shared-address, عنوان مشترك,
Shared memory, ذاكرة مشتركة,
Shared object, كائن مشترك,
Shareware, برمجيات نصيبية,
Sharp, حاد,
Sharpness, وضوح، دقة، حدًة,
Sheet, ورقة,
Sheets, أغطية,
Shelf, رفً,
Shell, صدَفة,
Shift, إزاحة,
Shift key, اتفاق على المفتاح,
Shortcut, مختصر,
Shortcut key, مفتاح الاختصار,
Shortest job first, المهمة الاقصر أولا,
Show, إظهار,
Shrink, تقليص,
Shut down, ايقاف التشغيل,
Side bar, شريط جانبي,
Side-effect, مفعول جانبي,
Sign, يوقّع،رمز،إشارة,
Signal, إشارة,
Signalling rate, معدل الإشارات,
Signature, إمضاء,
Significance, دلالة،معنى,
Silently, سكوني,
Simple, بسيط،سهل,
Simulated annealing, محاكاة التلدين,
Simulation, محاكاة,
Simultaneous shipment, ارسال فوري,
Since, منذ,
Singapore, سنغفورة,
Single, فريد,
Single inheritance, وراثة موحدة,
Single sign-on, ولوج موحّد,
Single-user mode, نمط المستخدم الوحيد,
Site, موقع,
Sitename, اسم موقع,
Size, حجم، سعة,
Size box, صندوق الأحجام,
Skew, انحراف,
Skip, تخطى,
Sky, سماء,
Slash, شرطة مائلة,
Slashed Cross, كروس ستي,
Slave, تابع,
Sleep, نوم,
Sleeping, نائم,
Slice, شريحة,
Slide, شريحة، ينزلق,
SLIP, SLIP,
Slogan, شِعار,
Slot, فتحة,
Slow, بطيء,
Slow terminals, مطارِف بطيئة,
Smart terminal, طرفية متطورة,
Smooth, ناعم,
SMTP, SMTP,
Sniff, يستنشق،يستشم,
Sniffer, مراقب الشبكة,
Snippet, مقطع,
Snooze, إغفاءة،غفوة,
Socket, مقبس,
SOCKS Server, نادل STUN,
Soft keys, مفاتيح التحول,
Software, برمجية,
Software audit, رقابة البرنامج، فحص البرنامج,
Software development kit, حقيبة تطوير برامج,
Software engineering, هندسة البرمجيات,
Software Foundation, أساسٌ فارغ,
Software piracy, قرصنة البرامج,
Software pirate, قرصان البرامج,
Software reliability, عِوَل البرنامج,
Software theft, سرقة البرامج,
Solid, صلب,
Solid lines, أقصى عدد من السّطور,
Sort, فرز,
Sorted, مفروز، مرتب,
Sorting, فرز،ترتيب,
Sound, صوت,
Sound card, بطاقة الصوت,
Source, مصدر,
Source code, الشيفرة الأصليّة,
Southbridge, الجسر الجنوبي,
Space, فضاء، فراغ، مجال,
Space bar, مسطرة المسافات,
Spacebar, مفتاح الفراغ,
Space character, تشفيرة الرموز,
Spacing, مباعدة,
Spam, سخام,
Span, إتساع، برهة,
Spare, أحتياطي,
Special, خاص,
Specialisation, تخصص,
Specialized, متخصص,
Specials, خاصيات,
Specific address, عنوان مخصص,
Specification, مواصفة,
Specify, تحديد,
Speech recognition, التعرف على الكلام,
Speed, سرعة,
Spellcheck, مراجعة التهجئة,
Spell checker, مدقق إملائي,
Spelling, هجاء,
Sphere, كرة,
Spill, طوفان,
Splash, شاشة بدء,
Splash screen, شاشة البداية,
Split, انقسام,
Spoof, ينتحل,
Spread sheet, ورقة حساب,
Spreadsheet, جدول ممتد,
Spyware, برنامج تجسس,
Square, مربع,
Square bracket, قوس مربع,
Square numbers, الأعداد المربّعة,
Squatting, (جلوس) القُرفصاء,
Stack, رصة،رصّ,
Stack pointer, مؤشر الرصة,
Stack segment, مقطع محجوز من الرصة,
Stand alone, قائم بذاته,
Standard, معيار، معياري,
Standard deviation, الانحراف المعياري,
Standard error, خطأ قياسي,
Standard input, دخْل قياسي,
Standard output, خرْج قياسي,
Standby, احتياطي,
Star, نجمة,
Star network, شبكة على شكل نجمة,
Start, بداية,
Starting, بدء,
Startup, بدء التشغيل,
Startup files, ملفات برنامج البدء,
Startup Program, برنامج بدء تشغيل,
State, حالة,
Static, ثابت،سكوني,
Static analysis, تحليل ثابت، تحليل ساكن,
Static field, حقل ثابت,
Statistical, أحصائي,
Statistics, إحصائيات,
Status, حالة,
Status bar, شريط المعلومات,
Step, خطوة,
Stochastic, عشوائي,
Stock Ticker, المخزون المتبقّي:,
Stop, وقوف,
Storage, تخزين,
Storage card, بطاقة التخزين,
Storage space, حجم التخزين,
Store, تخزين,
Stream, دفق :: تدفق,
Stress, ضغط ميكانيكي,
Stretched, متمدد، ممدد,
Strict, صارم,
Strikethrough, مشطوب،يتوسطه خط,
String, مقطع,
Strip, شُقّة، نزع,
Stroke, يصدم,
Structure, بنية,
Stub, بذرة,
Sub, فرعي,
Subclass, فئة فرعية,
Sub directory, دليل فرعي,
Subfield, حقل فرعي,
Sub folder, مجلد فرعي,
Subject index, دليل المواضيع,
Submission, اشتراك,
Submit, اشترك، ارسل,
Subnet mask, قناع الشبكة الفرعية,
Subscribe, تسجيل,
Subscription, تسجيل,
Subtotal, المجموع الفرعي,
Succeed, نجاح,
Sufficient, كافي,
Sufficiently small, صغير كافيا,
Suffix, لاحقة,
Suggest, اقتراح,
Suggestion, اقتراح,
Sum, جمع، مجموع,
Summary, ملخص,
Sum (noun), مجموع,
Sum (verb), جمع,
Superuser, مستخدم جذر,
Supervisor mode, وضع المشرف,
Support, دعم، مساعدة,
Surface, مساحة,
Suspend, تعليق,
Suspension, توقيف,
Suspicious, مشكوك فيه,
Swallow, أبلع,
Swap, إبدال,
Swap file, ملف الذاكرة الظاهرية,
Sweden, السويد,
Swedish, السويدية,
Switch, تحول,
Switching hub, موزع تبديل,
Switch level, مستوى واحد,
Switzerland, سويسرا,
SYLK file, إنتقاء ملف,
Symbol, رمز,
Symbolic link, وصلة رمزية,
Symbolic logic, المنطق الرمزي,
Symbols, رموز,
Symlink, وصلة رمزية,
Symmetric, مُتَناظِر,
Symmetric multiprocessing, معالجة متعددة مختلفة,
Sync, مزامنة,
Synchronize, مزامنة,
Synchronous, متزامن,
Synonym, مرادف، مترادف,
Syntax, صياغة,
Syntax error, خطأ في بناء الجملة,
Synthetic image, صورة اصطناعية,
System, نظام,
System administration, ادارة النظام,
System administrator, مدير النظام,
System analysis, فحص النظام، تحليل النظام,
System bell, ناقوس النظام,
System board, لوح النظام,
System Configuration, تعريفات النظام,
System programming language, لغة برمجة النظام,
System software, برنامج النظام,
Systems programmer, مبرمج الانظمة,
Systems programming, برمجة الانظمة,
System state, حالة النظام,
System testing, تجربة النظام,
System type, نوع النظام,
System unit, وحدة النظام,
Tab, لسان,
Table, جدول,
Tabulation, جدولة,
Tag, وَسْم,
Tap, نقرة,
Tar archive, إنشاء محفوظة,
Target file, إنتقاء ملف,
Task, مَهمّة,
Taskbar, شريط المهام,
Technique, تقنية,
Technology, تقانة,
Temp file, ملف مؤقت,
Template, قالب,
Temporary buffer, (ذاكرة مخبأة),
Tentative, غير نهائي,
Term, مصطلح,
Terminal, طرفيّة,
Terminate, انهاء.,
TERM variable, عرض _قابل للتغيير:,
Test, اختبار,
Test Module, اختبار الوحدة,
Text, نص,
Text area, مساحة التبليغ,
Text only, نص فقط,
Textual name, اسم الموصول,
Theme, سِمة,
Thesaurus, مكنز,
Third party, طرف ثالث,
Thread, مناقشة,
Threading, تشعب,
Threshold, ال_عتبة:,
Thumbnail, مصغرة,
Ticker Properties, خصائص القائمة,
Tilde, مدة,
Time format, هيئة الوقت,
Timeout, مهلة :: انتهت المهلة,
Timer, المؤقت,
Time stamp, طابع زمني,
Timestamp, ختم زمني,
Time Zone, منطقة زمنية,
Timezone, نطاق زمني,
Timing, توقيت,
Title, عنوان,
TODO List, قائمة المهام,
Toggle, تبديل,
Tolerance, سماحية,
Tool, أداة,
Tool menu, قائمة الأدوات,
Topic, موضوع,
Touchpad, لوحة لمس,
Transfer, نقل,
Transfer statement, تعليمة النقل,
Transitive, متعدية,
Translate, ترجم,
Transparent, شفاف,
Trash, مهملات,
Tree, شجرة,
Triangular numbers, الأعداد المثلّثة,
Turing Machine, علّق الآلة,
Tweak, تطويع,
Type, نوع,
Type bindings, نوع التّنبيه,
Type mismatch, إختلاف في النوع,
Umount, فصْل,
Unable, عدم القدرة,
Unavailable, غير متوفر,
Unchanged, غير مغيّر,
Underscore, تسطير سفلي,
Undo, تراجع (تعديل),
Unexpected end, نهايةغير متوقعة,
Unexpected error, خطأ غير متوقّع,
Unhide, إظهار,
Unicode, يونيكود,
Uniform Resource Identifier, معرّف نظامي لمورد,
Unit, وحدة,
Unix, يونِكس,
Unknown, مجهول,
Unknown host, مستضيف غير معروف,
Unlock, إلغاء القفل,
Unmount, فصل,
Unnamed, غير مُسَمىّ,
Unrestricted, غير مقيَّد، غير محصور,
Unspecified, غير محدد,
Unsubscribe, إلغاء التسجيل,
Unsupported, غير مدعوم,
Untitled, غير معنون,
Unzip, فك ضغط الملف,
Update, تحديث,
Upgrade, ترقية,
Upload, رفع,
Upper case, حرف كبير,
Urgent, عاجل,
Urgent condition, شرط ضروري,
URL, مسار,
Usage, استعمال,
USB, الناقل التسلسي العام (USB),
User, مستخدم,
User account, حساب المستخدم,
User agent, وكيل المستخدم,
User defined, محدد من المستخدم,
User-friendly, سهل الاستخدام,
User identifier, معرّف المستخدم,
User name, اسم مستخدم,
Username, اسم المستخدم,
Utility, وسيلة,
Vacuum tube, صمام مفرغ,
Valid, صالح,
Validate, تحقق من صحة (البيانات المدخلة، وظائف البرامج، إلخ...),
Validation, تحقق من سلامة,
Valid chars, توقيع سليم,
Validity, صلاحية,
Value, قيمة,
Value-added, مضاف القيمة,
Value added retailer, بائع مفرق ذو قيمة مضافة,
Values, قيم,
Variable, متغير,
Variant, تنويعة,
Variations, تغيرات,
Vector, متجه,
Vector graphics, رسوميات متجهية,
